Date,Region_Name,Area_Code,Average_Price,Monthly_Change,Annual_Change,Average_Price_SA,Year
2005-02-01,United Kingdom,K02000001,138626,-0.1,10.9,140208.0,2005
2005-03-01,England,E92000001,150724,0.7,12.0,152123.0,2005
2005-03-01,Northern Ireland,N92000001,105916,2.7,16.3,,2005
2005-03-01,Scotland,S92000003,92995,3.3,18.6,95741.0,2005
2005-03-01,Wales,W92000004,116512,1.6,21.8,117766.0,2005
2005-03-01,East of England,E12000006,171895,0.1,7.5,173900.0,2005
2005-03-01,East Midlands,E12000004,132038,0.3,13.1,133451.0,2005
2005-03-01,Yorkshire and The Humber,E12000003,114502,1.0,20.5,116941.0,2005
2005-03-01,South West,E12000009,170230,0.2,9.2,171109.0,2005
2005-03-01,South East,E12000008,197976,0.0,6.5,199910.0,2005
2005-03-01,North East,E12000001,106528,1.9,21.0,108988.0,2005
2005-03-01,North West,E12000002,112526,2.8,22.8,114578.0,2005
2005-03-01,London,E12000007,247580,0.0,4.5,250557.0,2005
2005-03-01,West Midlands,E11000005,123753,-0.5,11.7,,2005
2005-03-01,United Kingdom,K02000001,139763,0.8,11.6,141212.0,2005
2005-04-01,Scotland,S92000003,98866,6.3,18.2,97483.0,2005
2005-04-01,Wales,W92000004,117494,0.8,15.5,117614.0,2005
2005-04-01,England,E92000001,152323,1.1,9.6,152128.0,2005
2005-04-01,Northern Ireland,N92000001,109781,3.6,16.1,,2005
2005-04-01,South East,E12000008,199492,0.8,6.1,200544.0,2005
2005-04-01,North West,E12000002,114572,1.8,17.9,114356.0,2005
2005-04-01,South West,E12000009,170941,0.4,7.1,171267.0,2005
2005-04-01,London,E12000007,251973,1.8,4.2,252204.0,2005
2005-04-01,North East,E12000001,109350,2.6,16.2,109363.0,2005
2005-04-01,Yorkshire and The Humber,E12000003,115003,0.4,14.6,115429.0,2005
2005-04-01,East Midlands,E12000004,133495,1.1,10.3,133822.0,2005
2005-04-01,East of England,E12000006,172440,0.3,5.5,172829.0,2005
2005-04-01,West Midlands,E11000005,125147,1.1,11.0,,2005
2005-04-01,United Kingdom,K02000001,141751,1.4,8.3,141518.0,2005
2005-05-01,Northern Ireland,N92000001,109781,3.6,12.8,,2005
2005-05-01,England,E92000001,153954,1.1,8.6,152965.0,2005
2005-05-01,Scotland,S92000003,99902,1.0,17.5,97742.0,2005
2005-05-01,Wales,W92000004,119816,2.0,17.1,118947.0,2005
2005-05-01,East of England,E12000006,175216,1.6,6.4,174909.0,2005
2005-05-01,North West,E12000002,117039,2.2,16.4,116036.0,2005
2005-05-01,Yorkshire and The Humber,E12000003,117647,2.3,14.2,117248.0,2005
2005-05-01,South East,E12000008,200349,0.4,4.7,199908.0,2005
2005-05-01,South West,E12000009,171771,0.5,5.7,171312.0,2005
2005-05-01,North East,E12000001,110702,1.2,14.5,110422.0,2005
2005-05-01,London,E12000007,252313,0.1,3.7,251852.0,2005
2005-05-01,East Midlands,E12000004,135007,1.1,9.1,134407.0,2005
2005-05-01,West Midlands,E11000005,125673,0.4,9.5,,2005
2005-05-01,United Kingdom,K02000001,143273,1.1,8.1,142168.0,2005
2005-06-01,Wales,W92000004,120702,0.7,12.1,118764.0,2005
2005-06-01,Northern Ireland,N92000001,109781,3.6,16.6,,2005
2005-06-01,Scotland,S92000003,103919,4.0,16.6,99827.0,2005
2005-06-01,England,E92000001,154903,0.6,6.9,153293.0,2005
2005-06-01,Yorkshire and The Humber,E12000003,118928,1.1,12.1,117864.0,2005
2005-06-01,North West,E12000002,118703,1.4,14.6,116963.0,2005
2005-06-01,North East,E12000001,112222,1.4,11.4,111005.0,2005
2005-06-01,South East,E12000008,200722,0.2,3.6,200144.0,2005
2005-06-01,South West,E12000009,172333,0.3,3.6,171043.0,2005
2005-06-01,East Midlands,E12000004,134528,-0.4,6.7,133729.0,2005
2005-06-01,East of England,E12000006,176173,0.5,4.7,175989.0,2005
2005-06-01,London,E12000007,252542,0.1,2.5,251947.0,2005
2005-06-01,West Midlands,E11000005,126927,1.0,8.0,,2005
2005-06-01,United Kingdom,K02000001,144410,0.8,7.1,142711.0,2005
2005-07-01,Scotland,S92000003,105856,1.9,16.0,101479.0,2005
2005-07-01,Northern Ireland,N92000001,116767,6.4,19.1,,2005
2005-07-01,England,E92000001,156496,1.0,5.8,153811.0,2005
2005-07-01,Wales,W92000004,123592,2.4,11.1,121039.0,2005
2005-07-01,South West,E12000009,174673,1.4,3.1,172013.0,2005
2005-07-01,South East,E12000008,201847,0.6,2.9,200173.0,2005
2005-07-01,Yorkshire and The Humber,E12000003,120427,1.3,11.3,118810.0,2005
2005-07-01,North East,E12000001,114780,2.3,10.2,112195.0,2005
2005-07-01,London,E12000007,254654,0.8,1.7,250723.0,2005
2005-07-01,North West,E12000002,120041,1.1,11.3,117495.0,2005
2005-07-01,East of England,E12000006,177374,0.7,4.1,175598.0,2005
2005-07-01,East Midlands,E12000004,136194,1.2,5.8,134064.0,2005
2005-07-01,West Midlands,E11000005,128389,1.2,7.1,,2005
2005-07-01,United Kingdom,K02000001,146269,1.3,6.2,143459.0,2005
2005-08-01,Northern Ireland,N92000001,116767,6.4,16.3,,2005
2005-08-01,England,E92000001,157142,0.4,4.8,154269.0,2005
2005-08-01,Scotland,S92000003,105951,0.1,16.1,102083.0,2005
2005-08-01,Wales,W92000004,124865,1.0,9.1,120954.0,2005
2005-08-01,London,E12000007,254761,0.0,1.3,251459.0,2005
2005-08-01,South East,E12000008,202466,0.3,1.4,200415.0,2005
2005-08-01,South West,E12000009,174072,-0.3,2.3,171711.0,2005
2005-08-01,North West,E12000002,121222,1.0,11.2,118505.0,2005
2005-08-01,Yorkshire and The Humber,E12000003,121469,0.9,10.2,119578.0,2005
2005-08-01,North East,E12000001,116433,1.4,10.2,113828.0,2005
2005-08-01,East Midlands,E12000004,137235,0.8,4.7,134471.0,2005
2005-08-01,East of England,E12000006,177064,-0.2,2.5,174899.0,2005
2005-08-01,West Midlands,E11000005,129558,0.9,6.1,,2005
2005-08-01,United Kingdom,K02000001,146864,0.4,5.4,144015.0,2005
2005-09-01,England,E92000001,156885,-0.2,4.3,154755.0,2005
2005-09-01,Wales,W92000004,124329,-0.4,10.0,122090.0,2005
2005-09-01,Northern Ireland,N92000001,116767,6.4,17.3,,2005
2005-09-01,Scotland,S92000003,106034,0.1,18.0,103798.0,2005
2005-09-01,East Midlands,E12000004,136141,-0.8,3.1,134988.0,2005
2005-09-01,East of England,E12000006,177457,0.2,2.3,176039.0,2005
2005-09-01,North West,E12000002,121247,0.0,10.6,119485.0,2005
2005-09-01,London,E12000007,253631,-0.4,1.2,251865.0,2005
2005-09-01,North East,E12000001,114720,-1.5,9.7,113988.0,2005
2005-09-01,South West,E12000009,174544,0.3,1.3,172187.0,2005
2005-09-01,South East,E12000008,202698,0.1,1.7,200565.0,2005
2005-09-01,Yorkshire and The Humber,E12000003,121697,0.2,9.1,120624.0,2005
2005-09-01,West Midlands,E11000005,130034,0.4,5.2,,2005
2005-09-01,United Kingdom,K02000001,146635,-0.2,5.5,144528.0,2005
2005-10-01,Wales,W92000004,124521,0.2,9.1,122802.0,2005
2005-10-01,England,E92000001,156384,-0.3,3.9,155117.0,2005
2005-10-01,Northern Ireland,N92000001,120825,3.5,17.8,,2005
2005-10-01,Scotland,S92000003,105467,-0.5,15.3,104107.0,2005
2005-10-01,South West,E12000009,174580,0.0,1.6,172766.0,2005
2005-10-01,East Midlands,E12000004,137315,0.9,4.2,136002.0,2005
2005-10-01,East of England,E12000006,176487,-0.5,1.5,175738.0,2005
2005-10-01,North West,E12000002,120898,-0.3,9.6,119825.0,2005
2005-10-01,South East,E12000008,200825,-0.9,0.9,199608.0,2005
2005-10-01,Yorkshire and The Humber,E12000003,121868,0.1,9.5,121467.0,2005
2005-10-01,London,E12000007,250828,-1.1,0.9,250743.0,2005
2005-10-01,North East,E12000001,115091,0.3,8.4,114462.0,2005
2005-10-01,West Midlands,E11000005,130025,0.0,4.3,,2005
2005-10-01,United Kingdom,K02000001,146342,-0.2,4.5,145065.0,2005
2005-11-01,Northern Ireland,N92000001,120825,3.5,22.2,,2005
2005-11-01,England,E92000001,157012,0.4,3.7,156080.0,2005
2005-11-01,Wales,W92000004,123873,-0.5,6.5,121999.0,2005
2005-11-01,Scotland,S92000003,104885,-0.6,15.1,104760.0,2005
2005-11-01,East of England,E12000006,176303,-0.1,1.3,176102.0,2005
2005-11-01,North West,E12000002,121267,0.3,8.6,120415.0,2005
2005-11-01,North East,E12000001,116604,1.3,12.5,115860.0,2005
2005-11-01,East Midlands,E12000004,137311,0.0,2.9,136149.0,2005
2005-11-01,South West,E12000009,174479,-0.1,0.9,173241.0,2005
2005-11-01,South East,E12000008,202090,0.6,0.5,200847.0,2005
2005-11-01,Yorkshire and The Humber,E12000003,121981,0.1,9.1,122082.0,2005
2005-11-01,London,E12000007,253251,1.0,0.8,254450.0,2005
2005-11-01,West Midlands,E11000005,130120,0.1,3.7,,2005
2005-11-01,United Kingdom,K02000001,146777,0.3,4.9,146103.0,2005
2005-12-01,Wales,W92000004,122782,-0.9,6.3,122108.0,2005
2005-12-01,Scotland,S92000003,106541,1.6,14.2,106406.0,2005
2005-12-01,Northern Ireland,N92000001,120825,3.5,17.2,,2005
2005-12-01,England,E92000001,157901,0.6,4.6,156995.0,2005
2005-12-01,East Midlands,E12000004,137021,-0.2,3.3,136538.0,2005
2005-12-01,South West,E12000009,175463,0.6,2.4,174726.0,2005
2005-12-01,Yorkshire and The Humber,E12000003,122753,0.6,8.3,122726.0,2005
2005-12-01,London,E12000007,255195,0.8,3.6,256529.0,2005
2005-12-01,South East,E12000008,202298,0.1,1.5,201971.0,2005
2005-12-01,East of England,E12000006,177602,0.7,2.6,177582.0,2005
2005-12-01,North West,E12000002,123353,1.7,10.3,122173.0,2005
2005-12-01,North East,E12000001,116455,-0.1,8.4,116281.0,2005
2005-12-01,West Midlands,E11000005,130893,0.6,3.9,,2005
2005-12-01,United Kingdom,K02000001,147580,0.5,6.3,146852.0,2005
2006-01-01,Northern Ireland,N92000001,124258,2.8,17.3,,2006
2006-01-01,Scotland,S92000003,105257,-1.2,16.4,107702.0,2006
2006-01-01,Wales,W92000004,123010,0.2,4.9,123159.0,2006
2006-01-01,England,E92000001,157240,-0.4,5.0,157940.0,2006
2006-01-01,South East,E12000008,202770,0.2,2.9,202993.0,2006
2006-01-01,North West,E12000002,121111,-1.8,9.4,122341.0,2006
2006-01-01,North East,E12000001,116408,0.0,10.4,118261.0,2006
2006-01-01,Yorkshire and The Humber,E12000003,122401,-0.3,9.4,124417.0,2006
2006-01-01,East of England,E12000006,177088,-0.3,2.1,177742.0,2006
2006-01-01,London,E12000007,256767,0.6,3.2,257287.0,2006
2006-01-01,East Midlands,E12000004,135237,-1.3,3.8,136486.0,2006
2006-01-01,South West,E12000009,174840,-0.4,3.0,175352.0,2006
2006-01-01,West Midlands,E11000005,130739,-0.1,5.0,,2006
2006-01-01,United Kingdom,K02000001,147360,-0.1,6.2,148246.0,2006
2006-02-01,Northern Ireland,N92000001,124258,2.8,17.3,,2006
2006-02-01,England,E92000001,157572,0.2,5.2,159124.0,2006
2006-02-01,Scotland,S92000003,103309,-1.9,14.8,108345.0,2006
2006-02-01,Wales,W92000004,125191,1.8,9.2,125441.0,2006
2006-02-01,East of England,E12000006,177314,0.1,3.3,179204.0,2006
2006-02-01,North West,E12000002,122474,1.1,11.9,124344.0,2006
2006-02-01,Yorkshire and The Humber,E12000003,123300,0.7,8.8,125450.0,2006
2006-02-01,South East,E12000008,203401,0.3,2.7,205222.0,2006
2006-02-01,North East,E12000001,114596,-1.6,9.7,118231.0,2006
2006-02-01,South West,E12000009,174072,-0.4,2.5,176406.0,2006
2006-02-01,London,E12000007,255985,-0.3,3.4,258528.0,2006
2006-02-01,East Midlands,E12000004,135594,0.3,3.0,137157.0,2006
2006-02-01,West Midlands,E11000005,130769,0.0,5.1,,2006
2006-02-01,United Kingdom,K02000001,147601,0.2,6.5,149268.0,2006
2006-03-01,England,E92000001,158616,0.7,5.2,160091.0,2006
2006-03-01,Northern Ireland,N92000001,124258,2.8,17.3,,2006
2006-03-01,Scotland,S92000003,107282,3.8,15.4,109804.0,2006
2006-03-01,Wales,W92000004,126482,1.0,8.6,128610.0,2006
2006-03-01,East Midlands,E12000004,136176,0.4,3.1,138246.0,2006
2006-03-01,East of England,E12000006,178701,0.8,4.0,180853.0,2006
2006-03-01,South West,E12000009,177272,1.8,4.1,178081.0,2006
2006-03-01,North East,E12000001,117115,2.2,9.9,119735.0,2006
2006-03-01,Yorkshire and The Humber,E12000003,123869,0.5,8.2,126462.0,2006
2006-03-01,London,E12000007,258410,0.9,4.4,261508.0,2006
2006-03-01,South East,E12000008,204255,0.4,3.2,206467.0,2006
2006-03-01,North West,E12000002,122037,-0.4,8.5,124302.0,2006
2006-03-01,West Midlands,E11000005,130596,-0.1,5.5,,2006
2006-03-01,United Kingdom,K02000001,148798,0.8,6.5,150372.0,2006
2006-04-01,Scotland,S92000003,111829,4.2,13.1,110556.0,2006
2006-04-01,England,E92000001,161569,1.9,6.1,161382.0,2006
2006-04-01,Wales,W92000004,126895,0.3,8.0,126303.0,2006
2006-04-01,Northern Ireland,N92000001,136198,9.6,24.1,,2006
2006-04-01,East of England,E12000006,181493,1.6,5.3,182087.0,2006
2006-04-01,South East,E12000008,206834,1.3,3.7,207995.0,2006
2006-04-01,South West,E12000009,178748,0.8,4.6,179127.0,2006
2006-04-01,North West,E12000002,126371,3.6,10.3,126105.0,2006
2006-04-01,North East,E12000001,119413,2.0,9.2,119506.0,2006
2006-04-01,London,E12000007,262793,1.7,4.3,263210.0,2006
2006-04-01,Yorkshire and The Humber,E12000003,126934,2.5,10.4,127304.0,2006
2006-04-01,East Midlands,E12000004,140034,2.8,4.9,139698.0,2006
2006-04-01,West Midlands,E11000005,131383,0.6,5.0,,2006
2006-04-01,United Kingdom,K02000001,152032,2.2,7.3,151800.0,2006
2006-05-01,England,E92000001,163051,0.9,5.9,162036.0,2006
2006-05-01,Scotland,S92000003,114395,2.3,14.5,112021.0,2006
2006-05-01,Northern Ireland,N92000001,136198,9.6,24.1,,2006
2006-05-01,Wales,W92000004,127866,0.8,6.7,126708.0,2006
2006-05-01,East of England,E12000006,183080,0.9,4.5,182628.0,2006
2006-05-01,East Midlands,E12000004,139736,-0.2,3.5,139297.0,2006
2006-05-01,North West,E12000002,126866,0.4,8.4,125850.0,2006
2006-05-01,Yorkshire and The Humber,E12000003,127236,0.2,8.2,126854.0,2006
2006-05-01,South East,E12000008,210031,1.5,4.8,209497.0,2006
2006-05-01,South West,E12000009,180567,1.0,5.1,179996.0,2006
2006-05-01,North East,E12000001,119935,0.4,8.3,119568.0,2006
2006-05-01,London,E12000007,265059,0.9,5.1,264592.0,2006
2006-05-01,West Midlands,E11000005,132879,1.1,5.7,,2006
2006-05-01,United Kingdom,K02000001,153473,0.9,7.1,152306.0,2006
2006-06-01,Northern Ireland,N92000001,136198,9.6,24.1,,2006
2006-06-01,Wales,W92000004,131176,2.6,8.7,129023.0,2006
2006-06-01,England,E92000001,164498,0.9,6.2,162810.0,2006
2006-06-01,Scotland,S92000003,115914,1.3,11.5,111736.0,2006
2006-06-01,North West,E12000002,128805,1.5,8.5,126837.0,2006
2006-06-01,London,E12000007,269156,1.5,6.6,268660.0,2006
2006-06-01,South East,E12000008,211136,0.5,5.2,210663.0,2006
2006-06-01,South West,E12000009,182781,1.2,6.1,181452.0,2006
2006-06-01,Yorkshire and The Humber,E12000003,128530,1.0,8.1,127554.0,2006
2006-06-01,North East,E12000001,122127,1.8,8.8,120660.0,2006
2006-06-01,East Midlands,E12000004,140998,0.9,4.8,139974.0,2006
2006-06-01,East of England,E12000006,183356,0.2,4.1,183214.0,2006
2006-06-01,West Midlands,E11000005,134023,0.9,5.6,,2006
2006-06-01,United Kingdom,K02000001,154927,0.9,7.3,153117.0,2006
2006-07-01,Northern Ireland,N92000001,151918,11.5,30.1,,2006
2006-07-01,England,E92000001,166323,1.1,6.3,163558.0,2006
2006-07-01,Wales,W92000004,131002,-0.1,6.0,128546.0,2006
2006-07-01,Scotland,S92000003,118077,1.9,11.5,113743.0,2006
2006-07-01,North West,E12000002,129938,0.9,8.2,127413.0,2006
2006-07-01,London,E12000007,271795,1.0,6.7,267199.0,2006
2006-07-01,South East,E12000008,213316,1.0,5.7,211557.0,2006
2006-07-01,Yorkshire and The Humber,E12000003,130231,1.3,8.1,128487.0,2006
2006-07-01,North East,E12000001,123262,0.9,7.4,120829.0,2006
2006-07-01,South West,E12000009,184611,1.0,5.7,181967.0,2006
2006-07-01,East Midlands,E12000004,143553,1.8,5.4,141180.0,2006
2006-07-01,East of England,E12000006,187016,2.0,5.4,185058.0,2006
2006-07-01,West Midlands,E11000005,134693,0.5,4.9,,2006
2006-07-01,United Kingdom,K02000001,157156,1.4,7.4,154127.0,2006
2006-08-01,England,E92000001,167681,0.8,6.7,164739.0,2006
2006-08-01,Northern Ireland,N92000001,151918,11.5,30.1,,2006
2006-08-01,Scotland,S92000003,119737,1.4,13.0,115799.0,2006
2006-08-01,Wales,W92000004,132775,1.4,6.3,128847.0,2006
2006-08-01,North West,E12000002,130349,0.3,7.5,127618.0,2006
2006-08-01,London,E12000007,274815,1.1,7.9,271267.0,2006
2006-08-01,East Midlands,E12000004,144201,0.5,5.1,141373.0,2006
2006-08-01,East of England,E12000006,188674,0.9,6.6,186391.0,2006
2006-08-01,Yorkshire and The Humber,E12000003,131670,1.1,8.4,129717.0,2006
2006-08-01,South West,E12000009,186791,1.2,7.3,184147.0,2006
2006-08-01,South East,E12000008,214624,0.6,6.0,212597.0,2006
2006-08-01,North East,E12000001,122958,-0.2,5.6,120462.0,2006
2006-08-01,West Midlands,E11000005,135288,0.4,4.4,,2006
2006-08-01,United Kingdom,K02000001,158476,0.8,7.9,155389.0,2006
2006-09-01,England,E92000001,168315,0.4,7.3,165998.0,2006
2006-09-01,Northern Ireland,N92000001,151918,11.5,30.1,,2006
2006-09-01,Scotland,S92000003,121628,1.6,14.7,119237.0,2006
2006-09-01,Wales,W92000004,132730,0.0,6.8,130287.0,2006
2006-09-01,North West,E12000002,131529,0.9,8.5,129569.0,2006
2006-09-01,East Midlands,E12000004,142806,-1.0,4.9,141577.0,2006
2006-09-01,East of England,E12000006,188742,0.0,6.4,187109.0,2006
2006-09-01,South West,E12000009,187122,0.2,7.2,184649.0,2006
2006-09-01,Yorkshire and The Humber,E12000003,131823,0.1,8.3,130771.0,2006
2006-09-01,London,E12000007,275712,0.3,8.7,273428.0,2006
2006-09-01,South East,E12000008,216474,0.9,6.8,214121.0,2006
2006-09-01,North East,E12000001,124534,1.3,8.6,123600.0,2006
2006-09-01,West Midlands,E11000005,135749,0.3,4.4,,2006
2006-09-01,United Kingdom,K02000001,159122,0.4,8.5,156809.0,2006
2006-10-01,Northern Ireland,N92000001,170193,12.0,40.9,,2006
2006-10-01,England,E92000001,168931,0.4,8.0,167471.0,2006
2006-10-01,Wales,W92000004,132371,-0.3,6.3,130236.0,2006
2006-10-01,Scotland,S92000003,118828,-2.3,12.7,117382.0,2006
2006-10-01,North East,E12000001,124685,0.1,8.3,124178.0,2006
2006-10-01,London,E12000007,277396,0.6,10.6,277171.0,2006
2006-10-01,North West,E12000002,131326,-0.2,8.6,130081.0,2006
2006-10-01,South East,E12000008,216253,-0.1,7.7,214822.0,2006
2006-10-01,South West,E12000009,189077,1.0,8.3,187263.0,2006
2006-10-01,Yorkshire and The Humber,E12000003,132379,0.4,8.6,131779.0,2006
2006-10-01,East Midlands,E12000004,144280,1.0,5.1,142824.0,2006
2006-10-01,East of England,E12000006,190015,0.7,7.7,189303.0,2006
2006-10-01,West Midlands,E11000005,136600,0.6,5.1,,2006
2006-10-01,United Kingdom,K02000001,160054,0.6,9.4,158611.0,2006
2006-11-01,Scotland,S92000003,120670,1.6,15.0,120165.0,2006
2006-11-01,Northern Ireland,N92000001,170193,12.0,40.9,,2006
2006-11-01,England,E92000001,169678,0.4,8.1,168719.0,2006
2006-11-01,Wales,W92000004,134030,1.3,8.2,132123.0,2006
2006-11-01,London,E12000007,277074,-0.1,9.4,278810.0,2006
2006-11-01,Yorkshire and The Humber,E12000003,132983,0.5,9.0,133152.0,2006
2006-11-01,South West,E12000009,190479,0.7,9.2,189000.0,2006
2006-11-01,South East,E12000008,218140,0.9,7.9,216781.0,2006
2006-11-01,East Midlands,E12000004,144542,0.2,5.3,143520.0,2006
2006-11-01,East of England,E12000006,190676,0.3,8.2,190497.0,2006
2006-11-01,North East,E12000001,123726,-0.8,6.1,122969.0,2006
2006-11-01,North West,E12000002,132398,0.8,9.2,131636.0,2006
2006-11-01,West Midlands,E11000005,137004,0.3,5.3,,2006
2006-11-01,United Kingdom,K02000001,160878,0.5,9.6,160133.0,2006
2006-12-01,Wales,W92000004,134947,0.7,9.9,134042.0,2006
2006-12-01,Scotland,S92000003,122894,1.8,15.3,122837.0,2006
2006-12-01,England,E92000001,171862,1.3,8.8,170847.0,2006
2006-12-01,Northern Ireland,N92000001,170193,12.0,40.9,,2006
2006-12-01,Yorkshire and The Humber,E12000003,134718,1.3,9.7,134604.0,2006
2006-12-01,South West,E12000009,191663,0.6,9.2,191068.0,2006
2006-12-01,North East,E12000001,126812,2.5,8.9,126788.0,2006
2006-12-01,East Midlands,E12000004,146212,1.2,6.7,145500.0,2006
2006-12-01,North West,E12000002,133849,1.1,8.5,132495.0,2006
2006-12-01,East of England,E12000006,192829,1.1,8.6,192838.0,2006
2006-12-01,London,E12000007,283155,2.2,11.0,284760.0,2006
2006-12-01,South East,E12000008,221044,1.3,9.3,220639.0,2006
2006-12-01,West Midlands,E11000005,137888,0.6,5.3,,2006
2006-12-01,United Kingdom,K02000001,162881,1.2,10.4,162095.0,2006
2007-01-01,Wales,W92000004,132332,-1.9,7.6,132734.0,2007
2007-01-01,Northern Ireland,N92000001,188278,10.6,51.5,,2007
2007-01-01,England,E92000001,171666,-0.1,9.2,172311.0,2007
2007-01-01,Scotland,S92000003,121923,-0.8,15.8,124062.0,2007
2007-01-01,North East,E12000001,125367,-1.1,7.7,127302.0,2007
2007-01-01,South West,E12000009,190711,-0.5,9.1,191308.0,2007
2007-01-01,South East,E12000008,222209,0.5,9.6,222354.0,2007
2007-01-01,Yorkshire and The Humber,E12000003,133490,-0.9,9.1,135742.0,2007
2007-01-01,East of England,E12000006,192919,0.0,8.9,193612.0,2007
2007-01-01,East Midlands,E12000004,145749,-0.3,7.8,147276.0,2007
2007-01-01,North West,E12000002,132851,-0.7,9.7,134144.0,2007
2007-01-01,London,E12000007,286542,1.2,11.6,287129.0,2007
2007-01-01,West Midlands,E11000005,138400,0.4,5.9,,2007
2007-01-01,United Kingdom,K02000001,162825,0.0,10.5,163817.0,2007
2007-02-01,England,E92000001,172207,0.3,9.3,173646.0,2007
2007-02-01,Northern Ireland,N92000001,188278,10.6,51.5,,2007
2007-02-01,Scotland,S92000003,119596,-1.9,15.8,124528.0,2007
2007-02-01,Wales,W92000004,135831,2.6,8.5,136115.0,2007
2007-02-01,South East,E12000008,221538,-0.3,8.9,223397.0,2007
2007-02-01,East Midlands,E12000004,146373,0.4,7.9,148092.0,2007
2007-02-01,East of England,E12000006,193326,0.2,9.0,195224.0,2007
2007-02-01,South West,E12000009,192027,0.7,10.3,194162.0,2007
2007-02-01,North East,E12000001,124105,-1.0,8.3,127484.0,2007
2007-02-01,Yorkshire and The Humber,E12000003,133735,0.2,8.5,135903.0,2007
2007-02-01,London,E12000007,289884,1.2,13.2,292572.0,2007
2007-02-01,North West,E12000002,133656,0.6,9.1,135329.0,2007
2007-02-01,West Midlands,E11000005,138572,0.1,6.0,,2007
2007-02-01,United Kingdom,K02000001,163288,0.3,10.6,165079.0,2007
2007-03-01,Scotland,S92000003,124226,3.9,15.8,126475.0,2007
2007-03-01,England,E92000001,173449,0.7,9.4,175015.0,2007
2007-03-01,Wales,W92000004,133935,-1.4,5.9,136056.0,2007
2007-03-01,Northern Ireland,N92000001,188278,10.6,51.5,,2007
2007-03-01,East of England,E12000006,194938,0.8,9.1,197243.0,2007
2007-03-01,South East,E12000008,223253,0.8,9.3,225689.0,2007
2007-03-01,London,E12000007,292774,1.0,13.3,295965.0,2007
2007-03-01,North East,E12000001,125000,0.7,6.7,127580.0,2007
2007-03-01,North West,E12000002,133923,0.2,9.7,136456.0,2007
2007-03-01,Yorkshire and The Humber,E12000003,134329,0.4,8.4,137066.0,2007
2007-03-01,South West,E12000009,194805,1.4,9.9,195612.0,2007
2007-03-01,East Midlands,E12000004,146938,0.4,7.9,148668.0,2007
2007-03-01,West Midlands,E11000005,138521,0.0,6.1,,2007
2007-03-01,United Kingdom,K02000001,164555,0.8,10.6,166361.0,2007
2007-04-01,Scotland,S92000003,130471,5.0,16.7,129301.0,2007
2007-04-01,England,E92000001,176281,1.6,9.1,176195.0,2007
2007-04-01,Northern Ireland,N92000001,205123,8.9,50.6,,2007
2007-04-01,Wales,W92000004,137146,2.4,8.1,136512.0,2007
2007-04-01,North West,E12000002,136370,1.8,7.9,135980.0,2007
2007-04-01,South West,E12000009,195621,0.4,9.4,196056.0,2007
2007-04-01,Yorkshire and The Humber,E12000003,137552,2.4,8.4,137900.0,2007
2007-04-01,North East,E12000001,127769,2.2,7.0,127984.0,2007
2007-04-01,South East,E12000008,227249,1.8,9.9,228579.0,2007
2007-04-01,London,E12000007,298476,1.9,13.6,299220.0,2007
2007-04-01,East Midlands,E12000004,148340,1.0,5.9,148463.0,2007
2007-04-01,East of England,E12000006,197352,1.2,8.7,198059.0,2007
2007-04-01,West Midlands,E11000005,139436,0.7,6.1,,2007
2007-04-01,United Kingdom,K02000001,167877,2.0,10.4,167653.0,2007
2007-05-01,Wales,W92000004,138195,0.8,8.1,136699.0,2007
2007-05-01,Northern Ireland,N92000001,205123,8.9,50.6,,2007
2007-05-01,England,E92000001,178266,1.1,9.3,177246.0,2007
2007-05-01,Scotland,S92000003,133535,2.3,16.7,130946.0,2007
2007-05-01,South East,E12000008,231796,2.0,10.4,231204.0,2007
2007-05-01,South West,E12000009,198711,1.6,10.0,198018.0,2007
2007-05-01,North East,E12000001,128335,0.4,7.0,127819.0,2007
2007-05-01,East Midlands,E12000004,148733,0.3,6.4,148433.0,2007
2007-05-01,East of England,E12000006,199249,1.0,8.8,198661.0,2007
2007-05-01,North West,E12000002,137517,0.8,8.4,136516.0,2007
2007-05-01,London,E12000007,302673,1.4,14.2,302143.0,2007
2007-05-01,Yorkshire and The Humber,E12000003,139157,1.2,9.4,138848.0,2007
2007-05-01,West Midlands,E11000005,140171,0.5,5.5,,2007
2007-05-01,United Kingdom,K02000001,169800,1.1,10.6,168558.0,2007
2007-06-01,Wales,W92000004,139568,1.0,6.4,137279.0,2007
2007-06-01,England,E92000001,180161,1.1,9.5,178430.0,2007
2007-06-01,Scotland,S92000003,136549,2.3,17.8,132308.0,2007
2007-06-01,Northern Ireland,N92000001,205123,8.9,50.6,,2007
2007-06-01,South East,E12000008,233432,0.7,10.6,233000.0,2007
2007-06-01,South West,E12000009,200185,0.7,9.5,198824.0,2007
2007-06-01,Yorkshire and The Humber,E12000003,140595,1.0,9.4,139718.0,2007
2007-06-01,North East,E12000001,130236,1.5,6.6,128590.0,2007
2007-06-01,North West,E12000002,139534,1.5,8.3,137445.0,2007
2007-06-01,London,E12000007,306133,1.1,13.7,305764.0,2007
2007-06-01,East Midlands,E12000004,150425,1.1,6.7,149168.0,2007
2007-06-01,East of England,E12000006,202727,1.7,10.6,202700.0,2007
2007-06-01,West Midlands,E11000005,141128,0.7,5.3,,2007
2007-06-01,United Kingdom,K02000001,171659,1.1,10.8,169686.0,2007
